Age,Employment_Status,Marital_Status,Dependents,Monthly_Income,Savings,Food_Grocery_Expenses,Internet_Mobile_Expenses,Electricity_Bills,Shopping_Expenses,Personal_Expenses,Miscellaneous_Expenses,Rent,Own_House,Active_Loans,Loan_1_Amount,Loan_1_EMI,Loan_2_Amount,Loan_2_EMI,Credit_Score,Investments,Stock_Quantity,Loan_Approval_Chance,Investment_Recommendation,Portfolio_Optimization
52,Employed,Single,1,79319,51185,10819,4765,4613,2787,4413,1774,0,0,1,693286,29812,493566,13326,823,FD,262,1,SIP,Yes
60,Employed,Single,1,90486,32631,6988,1533,6583,9834,9059,4391,38578,1,0,184189,21739,943999,0,823,Stocks,0,1,Stocks,No
49,Employed,Single,1,129885,451384,11388,1124,6258,4826,9776,2113,0,0,0,707794,16977,676718,0,823,FD,0,1,Stocks,No
31,Employed,Married,0,115983,367652,9295,3917,6667,12006,6525,5732,0,1,0,787013,25263,623494,0,823,SIP,0,1,SIP,No
31,Employed,Married,3,192760,462044,7709,4701,3789,5045,7158,3713,0,0,0,413471,23658,541019,12189,823,FD,0,1,Stocks,No
45,Employed,Single,1,79911,254937,11912,1520,6828,2333,1609,1372,23592,0,2,921826,23463,307024,0,823,FD,0,1,FD,Yes
46,Employed,Married,2,195775,336782,18180,4568,4508,14486,6244,3471,35598,1,1,510769,18005,894784,25235,824,None,0,1,SIP,No
49,Employed,Married,0,53691,317557,8279,2311,5655,3094,3161,5146,37444,0,1,944118,25112,821982,24335,824,FD,0,1,FD,No
30,Employed,Single,3,139088,285068,9011,3180,2785,9518,2991,4097,0,1,0,338100,21288,560635,29776,824,FD,405,1,None,No
41,Employed,Married,2,191524,63200,17563,2902,2135,14542,6749,5922,0,1,1,983816,6876,685558,20595,824,FD,316,1,None,No
39,Employed,Single,0,163999,187643,13251,2086,5688,14926,3979,6019,33519,1,0,875600,8900,93171,29217,824,Stocks,0,1,None,Yes
36,Employed,Married,1,160182,436092,9203,2750,6080,10661,4958,2878,16002,0,2,543433,28160,10910,0,824,SIP,0,1,FD,No
42,Employed,Married,3,27647,239224,17997,3856,4450,3002,3079,2515,0,1,2,393013,11678,682856,0,824,Stocks,65,1,FD,No
29,Employed,Married,0,187355,75242,19447,4037,3824,7977,6011,1462,17671,1,0,335869,9061,273141,18793,824,SIP,0,1,None,Yes
50,Employed,Married,1,40287,47970,6320,1869,4589,14794,4589,6322,0,1,0,207903,21857,639256,0,824,Stocks,251,1,FD,Yes
58,Employed,Married,3,108071,491103,14942,3144,4780,4388,1040,2377,0,0,2,387785,6807,576311,0,824,Stocks,0,1,Stocks,No
34,Employed,Single,1,151713,343538,5207,4266,4117,13448,6161,2178,31064,0,1,771171,5419,510711,0,824,None,0,1,FD,Yes
57,Employed,Married,1,48547,210347,16123,3701,4840,6174,2319,3205,0,0,0,260934,10429,673639,0,824,FD,0,1,FD,No
54,Employed,Single,2,148902,250329,13718,1174,4853,4802,3549,1402,0,0,2,699164,29788,967939,0,824,None,0,1,SIP,Yes
32,Employed,Single,1,122156,63207,6460,2478,5973,11000,6471,5876,0,0,2,871084,14414,297490,0,824,Stocks,0,1,SIP,No
49,Employed,Single,2,128025,256100,5509,2332,4132,10758,8874,5713,0,1,2,158489,17516,780882,0,824,FD,288,1,Stocks,No
29,Employed,Married,0,87216,338796,5429,4058,4160,4553,6598,5978,0,1,1,850576,10459,762453,0,824,FD,317,1,SIP,No
33,Employed,Single,0,101568,197021,5508,3280,2556,5657,4920,4071,35859,0,1,184624,25403,335569,0,825,FD,0,1,None,Yes
52,Employed,Married,0,104615,147520,8681,2239,5555,13238,5008,4901,15311,0,2,695371,21843,619647,0,825,SIP,0,1,SIP,No
60,Employed,Single,1,139478,291869,19735,4380,5264,10474,9183,2198,23320,1,2,726451,6262,828590,0,825,Stocks,321,1,SIP,No
52,Employed,Married,2,78251,255518,12327,4532,3656,4055,2485,4340,13177,0,2,670123,11311,542308,0,825,FD,0,1,None,Yes
37,Employed,Single,0,114391,226837,7433,3911,6877,2895,7679,3085,0,1,0,448628,13785,910224,0,825,None,265,1,None,No
57,Employed,Single,1,170630,13944,10089,1895,4744,7476,5424,4322,11479,1,0,788466,6954,688570,0,825,None,0,1,Stocks,No
64,Employed,Married,1,43998,216853,12742,2966,6149,9165,6492,4140,25714,1,1,342910,14534,654471,12350,825,None,0,1,SIP,No
52,Employed,Married,3,72861,435988,15873,4760,2059,13429,2697,2090,0,1,1,903201,20437,202289,0,825,SIP,0,1,FD,Yes
49,Employed,Married,3,100739,346165,13092,3417,5448,14832,9321,1172,14468,1,2,776925,24256,991019,12523,825,SIP,0,1,SIP,No
29,Employed,Single,2,123307,435280,14274,4881,5942,13805,9505,4037,23453,1,1,675049,24682,639722,0,825,FD,0,1,FD,No
56,Employed,Married,2,43038,319890,13988,3312,4947,13062,4691,5499,16786,1,2,599174,29614,670762,0,825,FD,0,1,SIP,No
33,Employed,Married,3,128987,173666,19937,4647,2477,9402,7589,3745,26143,0,0,989793,23111,39288,9414,825,FD,0,1,SIP,Yes
63,Employed,Single,2,180083,440799,15568,1928,2241,12271,4356,1574,39474,0,2,917476,15200,746981,16471,825,SIP,0,1,SIP,No
52,Employed,Single,2,37816,246379,18221,3250,3895,14989,6936,3158,11968,1,2,594696,21565,303332,0,825,Stocks,0,1,Stocks,Yes
56,Employed,Single,2,129240,80021,15935,3697,3365,7475,8958,3647,34767,0,2,898876,18447,502783,21677,825,FD,0,1,FD,Yes
64,Employed,Single,0,178427,493236,7297,2349,5284,3616,4795,6539,12971,1,2,703580,22319,502008,15800,825,Stocks,0,1,SIP,No
25,Employed,Married,3,165337,283459,6915,2618,5361,7484,3666,4794,0,1,1,471167,16146,632620,0,826,Stocks,0,1,Stocks,Yes
52,Employed,Single,2,81987,355224,6369,2177,5276,14064,3575,1611,31081,1,0,401598,22026,148708,0,826,None,45,1,SIP,Yes
45,Employed,Married,2,56797,487884,11578,2406,4344,3175,9721,5944,11563,0,1,124655,9160,354533,0,826,Stocks,0,1,Stocks,No
64,Employed,Married,3,143263,106136,11673,3394,2068,4240,7006,6978,0,0,1,550737,23791,989224,19281,826,Stocks,0,1,Stocks,Yes
51,Employed,Single,3,22595,376520,15219,4973,3817,2582,6167,3907,21491,1,1,380612,19150,552968,9939,826,FD,0,1,Stocks,No
57,Employed,Married,2,114756,307118,14024,2940,2023,7201,8048,3884,0,1,2,942858,5356,556754,0,826,FD,228,1,SIP,No
27,Employed,Married,3,98000,433719,11264,1152,2492,2568,4677,4584,25672,0,0,153170,29967,766886,16939,826,FD,0,1,None,No
41,Employed,Single,0,171004,16261,10883,4332,4970,6701,7525,2495,0,1,1,519360,20968,667079,0,826,SIP,0,1,None,Yes
40,Employed,Single,0,112263,125305,17210,3754,2434,11817,7733,6992,18154,1,0,135754,22111,321996,19793,826,FD,0,1,FD,No
42,Employed,Single,2,113311,95111,13587,4440,4909,8478,5798,1966,31530,0,2,909510,16646,81759,0,826,SIP,198,1,FD,No
53,Employed,Single,3,120494,260197,5234,4077,6772,7255,1713,3721,0,1,1,968080,13641,527434,0,827,None,0,1,Stocks,No
62,Employed,Married,3,63743,128517,5331,1757,4481,10960,9190,4477,8693,0,0,688672,17090,546794,0,827,Stocks,99,1,SIP,Yes
33,Employed,Single,3,23470,229796,6275,2782,4800,9717,5720,4921,0,1,1,611329,21197,418169,17844,827,FD,336,1,None,No
52,Employed,Single,0,27393,435517,6068,4599,4534,11018,1253,3119,9204,1,0,971759,16965,935765,0,827,Stocks,0,1,None,No
36,Employed,Single,0,27157,78144,5851,4520,4272,13928,7713,3678,12337,0,2,729229,5498,595104,0,827,FD,0,1,FD,No
53,Employed,Married,2,153557,484868,10044,3886,3319,14816,2104,4724,0,1,1,132431,20344,85097,0,827,FD,0,1,None,Yes
54,Employed,Married,2,43815,48904,18952,4763,2633,14994,1082,4626,38229,1,0,120337,28383,457281,0,827,SIP,0,1,SIP,No
61,Employed,Single,3,173966,50156,15586,4459,5381,3756,9969,2877,10937,1,0,376546,18271,84744,0,827,FD,433,1,Stocks,No
62,Employed,Single,2,32333,108601,9371,3324,5674,14378,9004,6620,20185,0,0,310678,11584,591861,7037,827,SIP,43,1,None,No
42,Employed,Married,0,145085,429396,11081,3977,6941,9591,9701,6770,39901,1,0,694544,6733,404134,0,828,None,451,1,FD,No
38,Employed,Single,2,182448,26131,13925,2988,6785,2807,6298,1985,17084,0,1,311169,29252,824218,0,828,FD,0,1,SIP,Yes
54,Employed,Married,1,41341,231149,16585,2204,6119,7350,8768,1858,26643,0,2,996005,21389,18244,27223,828,None,0,1,None,No
36,Employed,Married,2,79337,141018,5803,4808,5425,10366,5154,2638,0,1,0,278075,22040,882276,0,828,SIP,0,1,SIP,Yes
45,Employed,Married,1,49817,109534,8269,2422,5756,14299,7022,5762,27050,0,1,800263,17043,460615,24806,828,FD,97,1,None,Yes
58,Employed,Single,1,169875,54394,5415,1810,2225,10516,9101,3700,10068,0,0,930807,6045,957988,0,828,Stocks,249,1,Stocks,Yes
50,Employed,Single,0,21396,268323,9156,1177,5447,11492,6922,3596,21482,0,1,398169,9706,616020,0,828,None,0,1,None,No
63,Employed,Married,1,91074,438733,6071,1368,2305,3826,2014,5828,0,0,1,499933,21116,760482,0,828,SIP,0,1,FD,Yes
44,Employed,Single,2,100954,391252,6289,2375,6494,10726,2255,2581,21991,1,2,251903,6568,461128,0,828,FD,358,1,Stocks,No
37,Employed,Single,3,83616,249624,8102,1440,3124,3039,8076,6359,0,0,1,760484,12012,114385,13947,828,FD,0,1,SIP,No
59,Employed,Married,1,136839,123459,15521,1765,2513,10399,3757,6331,9165,0,1,425859,24501,366765,24541,828,Stocks,0,1,SIP,Yes
29,Employed,Single,2,187584,100645,17761,2755,6583,8539,2280,6278,0,1,0,544129,22267,493255,0,828,Stocks,66,1,None,No
36,Employed,Married,2,33998,490076,6453,3773,2161,11287,9665,1013,31226,0,1,308052,6816,676983,19893,828,Stocks,0,1,FD,No
59,Employed,Single,1,193994,21760,14562,2379,6521,8172,3911,6086,0,0,0,561186,16176,860172,12983,829,SIP,422,1,None,No
26,Employed,Single,2,24589,67108,6382,1028,6953,4995,1200,3701,21344,1,0,881926,7054,685523,10402,829,SIP,0,1,Stocks,Yes
41,Employed,Married,2,119789,133848,8832,1312,2443,11903,7510,5752,0,1,0,214473,14874,90876,0,829,SIP,0,1,None,No
64,Employed,Married,2,48014,225266,18560,4876,3068,9279,8189,5176,12476,0,2,829865,25562,549233,0,829,None,165,1,FD,Yes
51,Employed,Single,2,127749,163886,5657,1249,6125,9173,2940,2270,0,0,2,168161,29011,948948,0,829,SIP,0,1,Stocks,No
29,Employed,Single,3,150640,46620,6294,4258,4777,6917,8698,1862,20526,0,2,354817,16292,203415,0,829,FD,475,1,None,Yes
50,Employed,Single,1,36919,168997,14032,3206,3203,12275,3354,2544,28510,0,0,894594,14001,908461,18380,829,SIP,0,1,Stocks,Yes
63,Employed,Single,1,46738,247483,5591,3837,6139,7684,8304,5817,0,0,0,503009,8506,876966,0,829,None,0,1,None,No
50,Employed,Married,0,148686,382160,18176,4418,3470,9532,1142,4515,0,0,1,289390,22094,3145,0,830,Stocks,316,1,SIP,No
58,Employed,Single,2,61462,243177,7217,3087,3160,8631,7754,5768,10339,1,0,732639,27650,298950,0,830,FD,0,1,Stocks,Yes
32,Employed,Married,1,96869,127958,9408,1150,3219,12096,7086,5642,32384,1,1,330138,6841,908421,28219,830,FD,466,1,FD,Yes
42,Employed,Single,1,116613,233819,5672,2965,2828,3906,3087,6039,24852,0,1,745083,6509,369811,0,830,SIP,295,1,FD,No
48,Employed,Married,1,42873,27829,11911,4777,2243,9202,4648,3521,34882,1,1,832500,17075,564162,0,830,SIP,0,1,None,Yes
48,Employed,Married,2,39075,125622,19526,4607,5954,3078,1825,1853,32479,1,1,581958,8254,202257,0,830,FD,0,1,Stocks,No
47,Employed,Single,3,193014,300693,7046,4928,3516,10236,5102,1357,0,0,0,552178,6841,626808,11069,830,SIP,0,1,FD,Yes
62,Employed,Single,0,161836,397030,9258,3104,5711,8325,7900,6644,19549,1,1,512590,9719,151208,0,830,None,0,1,None,Yes
27,Employed,Married,2,59021,253811,13417,2974,5209,6798,9709,2672,0,1,0,161528,5853,569114,0,830,None,0,1,SIP,Yes
58,Employed,Married,0,171413,416830,9920,1769,4806,10064,2484,2209,37205,1,1,318721,5431,45398,8541,830,SIP,0,1,None,No
40,Employed,Single,0,105170,322145,12364,3194,5388,3875,5745,3509,0,1,1,982115,13690,357746,18034,830,SIP,150,1,None,No
43,Employed,Married,3,48412,129457,10749,3039,2612,13583,3453,1339,15480,0,2,435520,25029,234894,24235,830,FD,0,1,Stocks,Yes
48,Employed,Married,0,194185,203378,11183,1070,4911,3657,9951,2275,0,0,2,443261,11135,222263,0,831,None,284,1,None,Yes
27,Employed,Single,0,56900,255430,19087,1340,6444,8130,3011,2816,0,0,2,600937,27457,30587,5946,831,SIP,288,1,FD,Yes
58,Employed,Single,3,187419,162973,18302,2557,4127,11785,5816,4374,0,1,2,311606,18787,207947,0,831,FD,0,1,SIP,Yes
32,Employed,Married,0,88025,499340,10053,1079,5440,11092,4503,3683,34266,0,2,317719,10473,899369,17010,831,None,0,1,FD,No
53,Employed,Married,3,79049,466965,10054,4428,4214,4028,6158,2711,20748,0,2,464538,18715,714055,15959,831,FD,0,1,SIP,No
54,Employed,Married,1,172629,162385,8512,3065,3822,6780,3269,6214,0,0,0,283471,9391,300178,23082,831,FD,0,1,None,Yes
52,Employed,Single,3,36456,356896,13103,3631,6932,8210,4243,1175,0,0,0,315662,26343,276480,0,831,SIP,0,1,None,No
50,Employed,Married,2,86045,307024,14875,4065,3072,13780,1373,2013,13271,1,1,288081,5956,971457,27444,831,Stocks,159,1,SIP,No
64,Employed,Married,2,80487,254483,16955,4284,4518,12910,5524,3863,25429,1,0,733607,25350,746191,23954,831,SIP,0,1,Stocks,Yes
32,Employed,Married,0,155914,170411,10127,4709,4868,11649,9626,2698,0,1,1,563099,13472,595975,29379,831,Stocks,0,1,SIP,Yes
27,Employed,Single,3,37458,37212,11828,2492,5676,7293,3820,3290,20875,1,0,452615,16684,306110,20468,831,FD,0,1,None,Yes
37,Employed,Married,0,182784,78582,5085,4927,2586,8682,7806,2549,0,1,0,270604,26953,976000,13520,831,Stocks,77,1,Stocks,Yes
39,Employed,Married,2,71105,253405,9388,3043,3829,6048,4979,5042,26152,1,1,519129,19057,198768,10682,832,Stocks,0,1,None,Yes
42,Employed,Single,0,144463,264298,13995,1961,5516,2380,9324,2793,0,0,0,853629,5130,354000,0,832,FD,0,1,Stocks,Yes
46,Employed,Married,2,183655,367621,8143,1827,3837,6319,4819,2186,15129,1,1,267519,29216,792173,0,832,None,90,1,Stocks,Yes
50,Employed,Married,0,55013,408310,9253,2919,2772,8912,8854,3932,0,0,2,477532,11130,165474,13859,832,SIP,0,1,FD,No
32,Employed,Single,3,133584,171654,13049,3526,6230,5091,4547,5730,0,1,1,977891,19437,282155,0,832,None,0,1,Stocks,Yes
34,Employed,Single,1,132457,166930,19950,2088,5665,10214,6291,5591,0,0,2,400760,21303,669958,0,832,Stocks,0,1,Stocks,Yes
52,Employed,Single,0,118718,162797,19933,2938,2483,4960,8475,3237,0,0,2,873144,19456,935597,16576,832,None,185,1,FD,Yes
50,Employed,Married,1,89522,70939,5591,3015,3739,12153,1305,6799,0,1,2,102399,20935,414931,0,832,None,0,1,SIP,Yes
59,Employed,Single,1,30687,484888,5142,4971,6168,7943,5088,4524,0,1,1,474568,18188,624273,0,832,SIP,0,1,Stocks,No
47,Employed,Married,2,116617,364653,7279,1958,2023,9955,9221,2197,0,1,2,719007,8776,996179,27835,832,SIP,0,1,None,No
53,Employed,Single,0,101017,14147,7237,1479,4189,10049,1873,5461,26526,1,2,476369,22848,983745,0,833,FD,75,1,Stocks,Yes
49,Employed,Married,2,188596,355259,17154,2152,3486,3932,6682,6260,33430,1,2,208289,17633,383819,0,833,FD,0,1,Stocks,No
49,Employed,Single,1,108521,294823,10636,1681,5001,6110,1152,2063,0,1,2,101345,25791,785278,0,833,None,128,1,None,Yes
32,Employed,Married,2,55517,190079,14377,1818,5483,9270,6742,6587,33513,1,0,151220,26971,204289,11701,833,SIP,362,1,Stocks,No
33,Employed,Married,1,43878,11384,7871,1601,3903,12820,4220,3609,0,0,0,375464,16608,595289,6530,833,FD,326,1,SIP,No
60,Employed,Single,2,175150,181733,6498,4008,5729,14801,8913,5038,0,0,0,776172,14044,760642,0,833,FD,0,1,FD,No
27,Employed,Single,3,135446,315063,12555,1659,5107,2386,8508,1932,14168,0,2,583329,12132,131450,0,833,FD,125,1,SIP,No
26,Employed,Married,3,179491,214083,14686,3049,3881,10537,6862,2383,12187,1,1,696871,25997,595992,0,833,Stocks,0,1,Stocks,No
26,Employed,Single,0,22646,246964,15622,2775,2021,9481,5837,4725,10155,0,1,255789,21331,543124,15593,833,FD,0,1,FD,No
46,Employed,Single,3,30086,201630,8901,3072,2315,10029,5709,3078,20712,1,2,510162,26635,44464,0,833,FD,0,1,None,Yes
30,Employed,Single,1,113278,426178,10055,4291,3597,2770,4743,5802,36533,1,2,547953,7125,126648,0,834,FD,0,1,SIP,No
38,Employed,Single,0,88925,280998,17278,1479,4281,8889,5261,5992,32940,1,1,775009,12253,164819,0,834,None,0,1,FD,No
59,Employed,Married,2,186457,419217,10346,1652,6080,9251,6732,4980,16555,0,1,825444,23005,133611,20453,834,FD,0,1,Stocks,Yes
25,Employed,Single,2,121654,453913,8199,1440,2486,14092,4626,4763,38794,0,0,949316,19442,609164,0,834,SIP,0,1,SIP,No
54,Employed,Single,1,51514,454283,13121,1341,5984,6170,9906,3490,35651,1,0,377244,7944,32777,27293,834,Stocks,0,1,SIP,Yes
38,Employed,Single,3,97622,358480,19411,2284,6967,3524,2207,1992,0,0,1,982138,12393,707376,7122,834,Stocks,0,1,FD,Yes
58,Employed,Single,3,86513,331451,15549,2799,3240,12947,7327,6933,15328,1,0,459176,14171,631901,17383,834,Stocks,0,1,Stocks,No
62,Employed,Married,2,180462,61546,9324,3960,5011,13743,5334,4015,26117,1,1,365581,23148,389978,10255,834,FD,310,1,FD,Yes
31,Employed,Single,0,57219,21159,18407,4801,6612,12687,4116,4183,13063,0,1,522385,16301,242006,13023,834,Stocks,289,1,None,No
61,Employed,Married,2,100099,392980,12243,4891,5168,4500,6417,4012,17705,1,1,880113,26466,19400,0,834,FD,0,1,FD,No
48,Employed,Single,1,149089,11522,10563,1727,6416,2261,2293,6361,0,1,2,558859,19710,635870,5476,834,None,0,1,FD,No
48,Employed,Single,2,20635,248719,6166,4279,2095,4875,5104,3690,0,1,2,219876,10337,438520,0,834,Stocks,0,1,FD,Yes
35,Employed,Married,2,149603,138685,14894,4792,5341,9257,9240,5512,37694,1,2,675993,28218,441041,26852,835,FD,313,1,FD,Yes
54,Employed,Married,0,198587,133711,16989,4163,5883,11980,7258,2141,0,0,0,224598,28244,11242,0,835,Stocks,0,1,Stocks,Yes
62,Employed,Single,2,23244,372880,12536,4925,2045,2227,9110,6068,8571,0,0,357228,14977,748408,0,835,Stocks,0,1,None,Yes
38,Employed,Married,2,95068,173178,10568,2301,5274,12151,3188,3946,12551,0,0,133334,15337,27792,27085,835,FD,0,1,None,No
55,Employed,Single,0,92296,393930,10667,1637,6769,3464,3172,1404,15049,1,2,555242,18235,208606,19289,835,SIP,0,1,Stocks,Yes
40,Employed,Married,2,30716,299130,6565,3819,3744,11912,1772,6766,14141,0,0,447287,15130,613381,0,835,FD,0,1,None,Yes
26,Employed,Married,3,173554,134993,18053,1726,4939,10719,2110,2036,0,0,1,124257,21641,823940,0,835,SIP,293,1,None,Yes
52,Employed,Single,1,101844,32736,13920,3027,5126,7750,7342,4907,0,0,0,829876,13525,443718,18414,835,FD,0,1,None,Yes
51,Employed,Single,2,79395,389664,9261,4613,5796,6074,5845,6546,16360,1,1,538045,10271,698777,0,835,FD,0,1,FD,Yes
54,Employed,Married,2,67112,296754,14196,3196,4404,10767,8019,4844,0,0,1,157018,11726,888286,26783,835,SIP,0,1,SIP,No
40,Employed,Married,3,152282,186954,19645,2521,5470,10031,8491,4379,8999,1,2,581321,26523,943166,8029,836,None,12,1,None,No
30,Employed,Single,1,108802,248228,13440,3444,2499,13500,6243,1985,23179,1,0,625089,19676,731871,0,836,Stocks,303,1,Stocks,Yes
63,Employed,Single,3,59407,115997,6816,4927,6622,4291,9228,6745,0,1,2,998111,12774,722074,0,836,FD,0,1,Stocks,No
38,Employed,Married,3,156188,247765,12198,2727,2571,3804,8937,3863,38817,0,2,954931,24229,771423,11961,836,None,147,1,None,No
36,Employed,Single,2,127773,225716,17378,3778,3616,2049,4433,1543,0,1,1,330788,13640,91322,0,836,None,0,1,Stocks,Yes
25,Employed,Married,2,122132,496498,10801,4889,2114,10348,4301,1666,23647,1,0,300170,29562,582098,0,836,None,0,1,Stocks,Yes
31,Employed,Single,3,137747,285727,5329,1311,2999,4041,7173,1476,8264,1,0,179226,17351,223166,0,836,FD,405,1,None,Yes
25,Employed,Single,1,89394,12447,6925,1147,5413,4907,9318,4310,0,1,1,750165,14367,634098,0,836,FD,447,1,None,Yes
33,Employed,Single,0,197178,99045,16230,1124,2609,12003,1510,5676,0,0,0,641148,28773,65743,11026,836,FD,205,1,None,Yes
61,Employed,Single,0,91591,210367,13397,4979,3582,12488,6641,6091,31198,1,2,300175,12003,900985,0,837,SIP,0,1,None,No
57,Employed,Single,3,172385,376554,7907,1980,6808,14012,1587,4575,0,0,1,899045,9207,916652,0,837,SIP,0,1,Stocks,No
35,Employed,Single,3,194462,177637,10865,3083,5508,12928,4490,5336,0,0,2,792431,5061,713143,21819,837,FD,357,1,Stocks,No
52,Employed,Married,1,145710,29970,9849,1804,3960,13222,4284,2671,0,1,2,832352,27188,269015,28189,837,FD,178,1,FD,No
54,Employed,Married,3,171503,319119,13329,4327,6858,7337,7948,6156,30411,1,2,404092,22358,118389,17773,837,SIP,0,1,SIP,No
48,Employed,Single,2,108777,492160,14127,1172,3964,10979,9251,6972,0,0,0,570151,22408,388528,0,837,None,270,1,Stocks,No
44,Employed,Single,3,125302,381653,5546,3793,4412,12136,4763,3063,0,0,1,754243,26673,816977,28507,837,SIP,469,1,None,Yes
35,Employed,Single,1,190110,405621,15574,1461,6236,11831,6054,6898,25104,1,0,232579,14609,580693,10261,837,FD,18,1,None,Yes
27,Employed,Married,2,150747,52448,18393,3412,5018,12557,6807,1045,21077,0,0,719552,25892,721711,0,837,Stocks,0,1,Stocks,Yes
39,Employed,Single,0,162343,330118,13819,1716,2922,7702,4132,1884,23120,0,1,433917,11600,874682,0,837,FD,0,1,Stocks,Yes
39,Employed,Single,3,67787,387891,15265,3840,6106,10330,8909,5401,38492,1,0,595257,9161,803581,0,837,FD,0,1,None,No
59,Employed,Single,1,187609,45544,19635,3674,3544,9059,4068,3243,12994,1,1,348193,26929,330881,0,837,None,491,1,Stocks,Yes
36,Employed,Single,3,148493,476079,7369,1345,3087,12719,4785,5766,0,1,1,237497,12404,259873,21903,837,None,266,1,Stocks,Yes
26,Employed,Single,0,48936,96837,10429,1169,6818,8460,4366,1259,12170,0,0,836930,11804,871672,26635,837,SIP,157,1,None,No
41,Employed,Single,3,38462,210903,6076,2507,3218,6373,9817,3827,15176,1,2,914988,23839,21695,0,838,None,0,1,SIP,Yes
62,Employed,Single,0,47508,471209,16498,2519,3778,12496,8745,2015,9675,1,1,369450,20006,257328,13104,838,Stocks,351,1,Stocks,No
62,Employed,Married,2,153051,8884,12055,3635,5045,14222,1392,6597,0,0,1,637459,26357,47173,0,838,None,0,1,Stocks,No
63,Employed,Single,0,127665,148933,9631,4481,3981,5049,1820,3005,24729,0,1,609800,6653,745838,9575,838,None,0,1,SIP,Yes
32,Employed,Married,0,151324,455756,17858,1674,6798,3118,3380,6438,36008,0,0,127581,23730,75939,0,838,SIP,0,1,FD,Yes
31,Employed,Single,3,76784,447426,7926,1931,6497,9363,5153,4597,0,0,1,347064,11477,73699,0,838,FD,0,1,SIP,No
34,Employed,Single,2,95465,268902,15329,2297,4100,11866,7178,5881,0,0,0,863363,18898,940966,28498,838,None,286,1,SIP,Yes
40,Employed,Single,2,128223,418136,11371,2447,5905,14569,1173,6432,0,0,2,118854,9223,519761,0,838,None,0,1,None,No
35,Employed,Married,3,84156,94010,11151,4005,5423,7513,1119,1892,0,1,1,130440,6139,28869,0,838,None,0,1,SIP,No
47,Employed,Married,0,153347,312375,14790,2189,3786,5793,7294,6632,0,1,1,821127,12209,326472,0,839,SIP,64,1,None,Yes
54,Employed,Single,2,104703,348614,16539,2242,2585,11848,5720,4641,21435,0,1,677713,17575,579230,28741,839,SIP,0,1,None,Yes
61,Employed,Single,0,32815,481759,16924,4467,6603,5079,5138,5495,0,0,1,719931,17822,585428,5310,839,FD,0,1,FD,Yes
28,Employed,Single,2,78928,279849,15428,4067,5105,12358,3784,5437,15340,0,2,180714,27666,395325,0,839,None,43,1,Stocks,No
61,Employed,Single,0,139180,40415,6319,3803,3686,7829,9057,4619,0,1,2,378526,11739,396076,0,839,FD,0,1,SIP,No
52,Employed,Single,2,91772,42030,7168,4249,5989,14158,7954,3010,37989,0,1,962984,16365,418756,0,839,SIP,0,1,None,Yes
45,Employed,Single,1,42575,356787,13168,1107,2898,6809,6756,4323,21665,0,2,486867,6242,921359,21682,839,Stocks,286,1,Stocks,Yes
55,Employed,Single,1,157232,430572,8234,1406,5065,3751,1999,6227,13091,1,0,476304,21749,804619,0,839,FD,0,1,Stocks,Yes
38,Employed,Married,0,92547,206687,16679,3112,4049,2668,3359,3445,0,1,1,243451,6686,390327,0,839,None,0,1,SIP,Yes
62,Employed,Single,1,155143,416954,6979,4220,5394,14583,9795,6280,11972,0,1,685163,11050,946678,8828,839,FD,0,1,SIP,Yes
27,Employed,Single,0,75272,147616,17065,1660,2874,9406,1827,1853,25265,1,0,267887,22330,562051,21949,839,FD,0,1,FD,Yes
35,Employed,Single,2,108898,242034,15412,1541,5778,3831,5520,6542,34173,1,2,227623,29560,293893,0,839,SIP,0,1,FD,Yes
43,Employed,Married,1,193129,364609,8945,3642,4888,9317,1219,4012,30763,1,1,326352,8685,563427,12510,840,SIP,341,1,SIP,No
54,Employed,Single,0,163092,294852,5355,3411,3254,3102,7948,3212,27611,0,2,134739,23551,25664,5692,840,Stocks,0,1,None,Yes
31,Employed,Single,2,105240,17207,8670,3831,5933,9308,5604,3177,37673,0,0,107377,8114,249696,20317,840,FD,0,1,FD,No
44,Employed,Single,2,23155,291634,9166,3548,6281,14411,1387,2582,0,1,0,646673,22329,764277,0,840,FD,65,1,Stocks,No
62,Employed,Single,2,168869,286619,17784,3894,6863,8780,9108,1880,14591,1,1,759155,9740,127594,14829,840,None,0,1,SIP,No
56,Employed,Single,3,85567,107589,11014,3285,2828,7449,8831,6939,28974,0,1,119167,29132,493650,15786,840,Stocks,0,1,SIP,No
34,Employed,Married,2,153232,486710,19588,2840,3286,6812,2445,2987,0,1,2,309102,20634,694395,0,840,FD,480,1,FD,No
45,Employed,Married,1,67770,307972,6098,4061,3801,10499,9126,6801,14115,0,2,937128,26153,382683,6598,840,SIP,491,1,None,No
40,Employed,Single,0,54888,123901,11665,2512,2996,10540,5459,6721,23872,1,0,780298,8086,821175,0,840,None,0,1,Stocks,Yes
53,Employed,Single,3,32501,365031,5170,3940,2288,4348,7365,1706,22538,1,1,230094,15321,553292,12274,841,None,339,1,FD,No
39,Employed,Single,3,59662,152113,15747,4904,4016,10985,4057,3812,0,0,1,143650,12023,963332,0,841,Stocks,0,1,SIP,Yes
50,Employed,Married,1,175198,105190,10696,3321,6202,13710,4100,1137,0,0,1,874056,20990,607263,0,841,None,0,1,FD,No
